Oregon State,pac-10
Washington,pac-10
Oregon,pac-10
Stanford,pac-10
Arizona State,pac-10
UCLA,pac-10
Arizona,pac-10
Southern California,pac-10
Washington State,pac-10
California,pac-10
Miami (FL),big-east
Virginia Tech,big-east
Pittsburgh,big-east
Syracuse,big-east
Boston College,big-east
West Virginia,big-east
Temple,big-east
Rutgers,big-east
Nebraska,big-12
Kansas State,big-12
Iowa State,big-12
Colorado,big-12
Kansas,big-12
Missouri,big-12
Oklahoma,big-12
Texas,big-12
Texas A&amp;M,big-12
Texas Tech,big-12
Oklahoma State,big-12
Baylor,big-12
Florida,sec
Georgia,sec
South Carolina,sec
Tennessee,sec
Vanderbilt,sec
Kentucky,sec
Auburn,sec
Louisiana State,sec
Mississippi State,sec
Mississippi,sec
Arkansas,sec
Alabama,sec
Michigan,big-ten
Northwestern,big-ten
Purdue,big-ten
Ohio State,big-ten
Wisconsin,big-ten
Minnesota,big-ten
Penn State,big-ten
Iowa,big-ten
Illinois,big-ten
Michigan State,big-ten
Indiana,big-ten
Florida State,acc
Clemson,acc
Georgia Tech,acc
Virginia,acc
North Carolina State,acc
North Carolina,acc
Maryland,acc
Wake Forest,acc
Duke,acc
Louisville,cusa
East Carolina,cusa
Cincinnati,cusa
Southern Mississippi,cusa
Alabama-Birmingham,cusa
Tulane,cusa
Memphis,cusa
Houston,cusa
Army,cusa
Colorado State,mwc
Air Force,mwc
Nevada-Las Vegas,mwc
Brigham Young,mwc
New Mexico,mwc
Utah,mwc
San Diego State,mwc
Wyoming,mwc
Texas Christian,wac
Texas-El Paso,wac
Fresno State,wac
San Jose State,wac
Tulsa,wac
Rice,wac
Hawaii,wac
Southern Methodist,wac
Nevada,wac
Ohio,mac
Marshall,mac
Akron,mac
Miami (OH),mac
Bowling Green State,mac
Buffalo,mac
Kent State,mac
Western Michigan,mac
Toledo,mac
Northern Illinois,mac
Ball State,mac
Eastern Michigan,mac
Central Michigan,mac
Boise State,big-west
Utah State,big-west
Idaho,big-west
New Mexico State,big-west
North Texas,big-west
Arkansas State,big-west
Notre Dame,independent
Central Florida,independent
South Florida,independent
Middle Tennessee State,independent
Connecticut,independent
Louisiana Tech,independent
Louisiana-Lafayette,independent
Louisiana-Monroe,independent
Navy,independent
