Southern California,pac-10
adjusted to,pac-10
California,pac-10
Arizona State,pac-10
Oregon State,pac-10
UCLA,pac-10
Oregon,pac-10
Washington State,pac-10
Stanford,pac-10
Arizona,pac-10
Washington,pac-10
Virginia Tech,acc
Florida State,acc
Miami (FL),acc
Virginia,acc
North Carolina,acc
Georgia Tech,acc
Clemson,acc
Maryland,acc
North Carolina State,acc
Wake Forest,acc
Duke,acc
Colorado,big-12
Iowa State,big-12
Missouri,big-12
Nebraska,big-12
Kansas,big-12
Kansas State,big-12
Oklahoma,big-12
Texas,big-12
Texas Tech,big-12
Texas A&amp;M,big-12
Oklahoma State,big-12
Baylor,big-12
Iowa,big-ten
Michigan,big-ten
Wisconsin,big-ten
Northwestern,big-ten
Ohio State,big-ten
Purdue,big-ten
Michigan State,big-ten
Minnesota,big-ten
Penn State,big-ten
Illinois,big-ten
Indiana,big-ten
Tennessee,sec
Georgia,sec
Florida,sec
South Carolina,sec
Kentucky,sec
Vanderbilt,sec
Auburn,sec
Louisiana State,sec
Alabama,sec
Arkansas,sec
Mississippi,sec
Mississippi State,sec
Utah,mwc
New Mexico,mwc
Brigham Young,mwc
Wyoming,mwc
Air Force,mwc
Colorado State,mwc
San Diego State,mwc
Nevada-Las Vegas,mwc
Boston College,big-east
Pittsburgh,big-east
West Virginia,big-east
Syracuse,big-east
Connecticut,big-east
Rutgers,big-east
Temple,big-east
Boise State,wac
Texas-El Paso,wac
Fresno State,wac
Louisiana Tech,wac
Hawaii,wac
Nevada,wac
Tulsa,wac
Southern Methodist,wac
Rice,wac
San Jose State,wac
Louisville,cusa
Memphis,cusa
Alabama-Birmingham,cusa
Cincinnati,cusa
Southern Mississippi,cusa
Texas Christian,cusa
Tulane,cusa
South Florida,cusa
Houston,cusa
Army,cusa
East Carolina,cusa
Navy,independent
Notre Dame,independent
Florida A&amp;M,independent
Miami (OH),mac
Akron,mac
Marshall,mac
Kent State,mac
Ohio,mac
Buffalo,mac
Central Florida,mac
Northern Illinois,mac
Toledo,mac
Bowling Green State,mac
Eastern Michigan,mac
Central Michigan,mac
Ball State,mac
Western Michigan,mac
North Texas,sun-belt
Troy,sun-belt
New Mexico State,sun-belt
Louisiana-Monroe,sun-belt
Florida Atlantic,sun-belt
Middle Tennessee State,sun-belt
Arkansas State,sun-belt
Louisiana-Lafayette,sun-belt
Utah State,sun-belt
Idaho,sun-belt
Florida International,sun-belt
