Oregon,pac-10
Stanford,pac-10
Southern California,pac-10
Washington,pac-10
Arizona,pac-10
Arizona State,pac-10
Oregon State,pac-10
California,pac-10
UCLA,pac-10
Washington State,pac-10
South Carolina,sec
Florida,sec
Georgia,sec
Tennessee,sec
Kentucky,sec
Vanderbilt,sec
Auburn,sec
Louisiana State,sec
Arkansas,sec
Alabama,sec
Mississippi State,sec
Mississippi,sec
Missouri,big-12
Nebraska,big-12
Kansas State,big-12
Iowa State,big-12
Colorado,big-12
Kansas,big-12
Oklahoma,big-12
Oklahoma State,big-12
Texas A&amp;M,big-12
Baylor,big-12
Texas Tech,big-12
Texas,big-12
Florida State,acc
Maryland,acc
North Carolina State,acc
Boston College,acc
Clemson,acc
Wake Forest,acc
Virginia Tech,acc
Miami (FL),acc
North Carolina,acc
Georgia Tech,acc
Virginia,acc
Duke,acc
Ohio State,big-ten
adjusted to,big-ten
Michigan State,big-ten
Wisconsin,big-ten
Iowa,big-ten
Illinois,big-ten
Penn State,big-ten
Michigan,big-ten
Northwestern,big-ten
Purdue,big-ten
Minnesota,big-ten
Indiana,big-ten
Navy,independent
Notre Dame,independent
Army,independent
West Virginia,big-east
Connecticut,big-east
Pittsburgh,big-east
Syracuse,big-east
South Florida,big-east
Louisville,big-east
Cincinnati,big-east
Rutgers,big-east
Nevada,wac
Boise State,wac
Hawaii,wac
Fresno State,wac
Louisiana Tech,wac
Idaho,wac
Utah State,wac
New Mexico State,wac
San Jose State,wac
Texas Christian,mwc
Utah,mwc
Air Force,mwc
San Diego State,mwc
Brigham Young,mwc
Colorado State,mwc
Nevada-Las Vegas,mwc
Wyoming,mwc
New Mexico,mwc
Central Florida,cusa
Southern Mississippi,cusa
East Carolina,cusa
Marshall,cusa
Alabama-Birmingham,cusa
Memphis,cusa
Tulsa,cusa
Southern Methodist,cusa
Houston,cusa
Texas-El Paso,cusa
Rice,cusa
Tulane,cusa
Miami (OH),mac
Ohio,mac
Temple,mac
Kent State,mac
Bowling Green State,mac
Buffalo,mac
Akron,mac
Northern Illinois,mac
Toledo,mac
Western Michigan,mac
Ball State,mac
Central Michigan,mac
Eastern Michigan,mac
Troy,sun-belt
Florida International,sun-belt
Middle Tennessee State,sun-belt
Louisiana-Monroe,sun-belt
Arkansas State,sun-belt
Florida Atlantic,sun-belt
Louisiana-Lafayette,sun-belt
North Texas,sun-belt
Western Kentucky,sun-belt
