Georgia,sec
Florida,sec
South Carolina,sec
Vanderbilt,sec
Missouri,sec
Tennessee,sec
Kentucky,sec
Alabama,sec
Texas A&amp;M,sec
Louisiana State,sec
Mississippi State,sec
Mississippi,sec
Arkansas,sec
Auburn,sec
Kansas State,big-12
Oklahoma,big-12
Texas,big-12
Oklahoma State,big-12
Baylor,big-12
Texas Tech,big-12
Texas Christian,big-12
West Virginia,big-12
Iowa State,big-12
Kansas,big-12
Oregon,pac-12
Stanford,pac-12
Oregon State,pac-12
Washington,pac-12
California,pac-12
Washington State,pac-12
UCLA,pac-12
Arizona State,pac-12
Southern California,pac-12
Arizona,pac-12
Utah,pac-12
Colorado,pac-12
Ohio State,big-ten
Penn State,big-ten
Wisconsin,big-ten
Purdue,big-ten
Indiana,big-ten
Illinois,big-ten
Nebraska,big-ten
Michigan,big-ten
Northwestern,big-ten
Michigan State,big-ten
Minnesota,big-ten
Iowa,big-ten
Notre Dame,independent
Brigham Young,independent
Navy,independent
Army,independent
Florida State,acc
Clemson,acc
North Carolina State,acc
Wake Forest,acc
Maryland,acc
Boston College,acc
North Carolina,acc
Miami (FL),acc
Georgia Tech,acc
Virginia Tech,acc
Duke,acc
Virginia,acc
Louisville,big-east
Cincinnati,big-east
Rutgers,big-east
Syracuse,big-east
Pittsburgh,big-east
Connecticut,big-east
Temple,big-east
South Florida,big-east
Utah State,wac
San Jose State,wac
Louisiana Tech,wac
Texas-San Antonio,wac
Texas State,wac
Idaho,wac
New Mexico State,wac
Arkansas State,sun-belt
Louisiana-Lafayette,sun-belt
Middle Tennessee State,sun-belt
Louisiana-Monroe,sun-belt
Western Kentucky,sun-belt
Troy,sun-belt
North Texas,sun-belt
Florida Atlantic,sun-belt
Florida International,sun-belt
South Alabama,sun-belt
Boise State,mwc
Fresno State,mwc
San Diego State,mwc
Air Force,mwc
Nevada,mwc
Colorado State,mwc
Wyoming,mwc
Nevada-Las Vegas,mwc
New Mexico,mwc
Hawaii,mwc
Central Florida,cusa
East Carolina,cusa
Marshall,cusa
Memphis,cusa
Alabama-Birmingham,cusa
Southern Mississippi,cusa
Tulsa,cusa
Southern Methodist,cusa
Rice,cusa
Houston,cusa
Texas-El Paso,cusa
Tulane,cusa
Kent State,mac
Bowling Green State,mac
Ohio,mac
Buffalo,mac
Miami (OH),mac
Massachusetts,mac
Akron,mac
Northern Illinois,mac
Ball State,mac
Toledo,mac
Central Michigan,mac
Western Michigan,mac
Eastern Michigan,mac
