Florida,sec
Tennessee,sec
Georgia,sec
Kentucky,sec
South Carolina,sec
Vanderbilt,sec
Arkansas,sec
Auburn,sec
Louisiana State,sec
Alabama,sec
adjusted to,sec
Mississippi,sec
Mississippi State,sec
Louisville,big-east
Rutgers,big-east
West Virginia,big-east
South Florida,big-east
Cincinnati,big-east
Pittsburgh,big-east
Connecticut,big-east
Syracuse,big-east
Southern California,pac-10
California,pac-10
Oregon State,pac-10
UCLA,pac-10
Arizona State,pac-10
Oregon,pac-10
Arizona,pac-10
Washington State,pac-10
Washington,pac-10
Stanford,pac-10
Ohio State,big-ten
Wisconsin,big-ten
Michigan,big-ten
Penn State,big-ten
Purdue,big-ten
Minnesota,big-ten
Indiana,big-ten
Iowa,big-ten
Northwestern,big-ten
Michigan State,big-ten
Illinois,big-ten
Nebraska,big-12
Missouri,big-12
Kansas State,big-12
Kansas,big-12
Colorado,big-12
Iowa State,big-12
Oklahoma,big-12
Texas,big-12
Texas A&amp;M,big-12
Texas Tech,big-12
Oklahoma State,big-12
Baylor,big-12
Wake Forest,acc
Boston College,acc
Maryland,acc
Clemson,acc
Florida State,acc
adjusted to,acc
North Carolina State,acc
Georgia Tech,acc
Virginia Tech,acc
Virginia,acc
Miami (FL),acc
North Carolina,acc
Duke,acc
Brigham Young,mwc
Texas Christian,mwc
Utah,mwc
Wyoming,mwc
New Mexico,mwc
Air Force,mwc
San Diego State,mwc
Colorado State,mwc
Nevada-Las Vegas,mwc
Boise State,wac
Hawaii,wac
San Jose State,wac
Nevada,wac
Fresno State,wac
Idaho,wac
New Mexico State,wac
Louisiana Tech,wac
Utah State,wac
Southern Mississippi,cusa
East Carolina,cusa
Marshall,cusa
Central Florida,cusa
Alabama-Birmingham,cusa
Memphis,cusa
Houston,cusa
Rice,cusa
Tulsa,cusa
Southern Methodist,cusa
Texas-El Paso,cusa
Tulane,cusa
Notre Dame,independent
Navy,independent
Army,independent
Temple,independent
Ohio,mac
Kent State,mac
Akron,mac
Bowling Green State,mac
Miami (OH),mac
Buffalo,mac
Central Michigan,mac
Western Michigan,mac
Northern Illinois,mac
Ball State,mac
Toledo,mac
Eastern Michigan,mac
Troy,sun-belt
Middle Tennessee State,sun-belt
Arkansas State,sun-belt
adjusted to,sun-belt
Florida Atlantic,sun-belt
Louisiana-Lafayette,sun-belt
Louisiana-Monroe,sun-belt
North Texas,sun-belt
Florida International,sun-belt
