Georgia,sec
Tennessee,sec
Florida,sec
South Carolina,sec
Kentucky,sec
Vanderbilt,sec
Louisiana State,sec
Mississippi,sec
Auburn,sec
Arkansas,sec
Alabama,sec
Mississippi State,sec
Florida State,acc
Maryland,acc
Clemson,acc
North Carolina State,acc
Virginia,acc
Georgia Tech,acc
Wake Forest,acc
Duke,acc
North Carolina,acc
Michigan,big-ten
Ohio State,big-ten
Purdue,big-ten
Iowa,big-ten
Minnesota,big-ten
Michigan State,big-ten
Wisconsin,big-ten
Northwestern,big-ten
Penn State,big-ten
Indiana,big-ten
Illinois,big-ten
Kansas State,big-12
Nebraska,big-12
Missouri,big-12
Kansas,big-12
Colorado,big-12
Iowa State,big-12
Oklahoma,big-12
Texas,big-12
Oklahoma State,big-12
Texas Tech,big-12
Texas A&amp;M,big-12
Baylor,big-12
Southern California,pac-10
Washington State,pac-10
Oregon,pac-10
California,pac-10
Oregon State,pac-10
Washington,pac-10
UCLA,pac-10
Arizona State,pac-10
Stanford,pac-10
Arizona,pac-10
Miami (FL),big-east
West Virginia,big-east
Pittsburgh,big-east
Virginia Tech,big-east
Boston College,big-east
Syracuse,big-east
Rutgers,big-east
Temple,big-east
Utah,mwc
New Mexico,mwc
Colorado State,mwc
Air Force,mwc
San Diego State,mwc
Brigham Young,mwc
Nevada-Las Vegas,mwc
Wyoming,mwc
Connecticut,independent
Navy,independent
Troy,independent
Notre Dame,independent
Southern Mississippi,cusa
Texas Christian,cusa
Louisville,cusa
Memphis,cusa
South Florida,cusa
Houston,cusa
Alabama-Birmingham,cusa
Tulane,cusa
Cincinnati,cusa
East Carolina,cusa
Army,cusa
Boise State,wac
Fresno State,wac
Tulsa,wac
Hawaii,wac
Rice,wac
Nevada,wac
Louisiana Tech,wac
San Jose State,wac
Texas-El Paso,wac
Southern Methodist,wac
Miami (OH),mac
Marshall,mac
Akron,mac
Kent State,mac
Central Florida,mac
Ohio,mac
Buffalo,mac
Bowling Green State,mac
Northern Illinois,mac
Toledo,mac
Western Michigan,mac
Ball State,mac
Eastern Michigan,mac
Central Michigan,mac
North Texas,sun-belt
Louisiana-Lafayette,sun-belt
Arkansas State,sun-belt
Middle Tennessee State,sun-belt
Utah State,sun-belt
Idaho,sun-belt
New Mexico State,sun-belt
Louisiana-Monroe,sun-belt
