Penn State,big-ten
Ohio State,big-ten
Wisconsin,big-ten
Iowa,big-ten
Michigan,big-ten
Northwestern,big-ten
Minnesota,big-ten
Purdue,big-ten
Michigan State,big-ten
Indiana,big-ten
Illinois,big-ten
Boston College,acc
Florida State,acc
Clemson,acc
North Carolina State,acc
Maryland,acc
Wake Forest,acc
Virginia Tech,acc
Miami (FL),acc
Georgia Tech,acc
North Carolina,acc
Virginia,acc
Duke,acc
Southern California,pac-10
adjusted to,pac-10
Oregon,pac-10
UCLA,pac-10
California,pac-10
Arizona State,pac-10
Stanford,pac-10
Oregon State,pac-10
Arizona,pac-10
Washington State,pac-10
Washington,pac-10
Colorado,big-12
Nebraska,big-12
Iowa State,big-12
Missouri,big-12
Kansas,big-12
Kansas State,big-12
Texas,big-12
Texas Tech,big-12
Oklahoma,big-12
Texas A&amp;M,big-12
Baylor,big-12
Oklahoma State,big-12
Georgia,sec
Florida,sec
South Carolina,sec
Tennessee,sec
Vanderbilt,sec
Kentucky,sec
Louisiana State,sec
Auburn,sec
Alabama,sec
adjusted to,sec
Arkansas,sec
Mississippi,sec
Mississippi State,sec
West Virginia,big-east
Louisville,big-east
Rutgers,big-east
South Florida,big-east
Pittsburgh,big-east
Connecticut,big-east
Cincinnati,big-east
Syracuse,big-east
Notre Dame,independent
Navy,independent
Army,independent
Temple,independent
Texas Christian,mwc
Brigham Young,mwc
Colorado State,mwc
Utah,mwc
New Mexico,mwc
San Diego State,mwc
Air Force,mwc
Wyoming,mwc
Nevada-Las Vegas,mwc
Central Florida,cusa
Memphis,cusa
Southern Mississippi,cusa
East Carolina,cusa
Alabama-Birmingham,cusa
Marshall,cusa
Tulsa,cusa
Texas-El Paso,cusa
Houston,cusa
Southern Methodist,cusa
Tulane,cusa
Rice,cusa
Miami (OH),mac
Bowling Green State,mac
Akron,mac
Ohio,mac
Buffalo,mac
Kent State,mac
Toledo,mac
Northern Illinois,mac
Western Michigan,mac
Central Michigan,mac
Ball State,mac
Eastern Michigan,mac
Nevada,wac
Boise State,wac
Louisiana Tech,wac
Fresno State,wac
Hawaii,wac
San Jose State,wac
Utah State,wac
Idaho,wac
New Mexico State,wac
Louisiana-Lafayette,sun-belt
Arkansas State,sun-belt
adjusted to,sun-belt
Louisiana-Monroe,sun-belt
Florida International,sun-belt
Middle Tennessee State,sun-belt
Troy,sun-belt
Florida Atlantic,sun-belt
North Texas,sun-belt
