Florida,sec
Georgia,sec
Tennessee,sec
Kentucky,sec
South Carolina,sec
Vanderbilt,sec
Alabama,sec
Louisiana State,sec
Mississippi,sec
Arkansas,sec
Auburn,sec
Mississippi State,sec
Cincinnati,big-east
Pittsburgh,big-east
West Virginia,big-east
Rutgers,big-east
Connecticut,big-east
South Florida,big-east
Louisville,big-east
Syracuse,big-east
Clemson,acc
Boston College,acc
Florida State,acc
Wake Forest,acc
North Carolina State,acc
Maryland,acc
Georgia Tech,acc
adjusted to,acc
Virginia Tech,acc
Miami (FL),acc
North Carolina,acc
adjusted to,acc
Duke,acc
Virginia,acc
Nebraska,big-12
Missouri,big-12
Kansas State,big-12
Iowa State,big-12
Colorado,big-12
Kansas,big-12
Texas,big-12
Oklahoma State,big-12
Texas Tech,big-12
Oklahoma,big-12
Texas A&amp;M,big-12
Baylor,big-12
Oregon,pac-10
Arizona,pac-10
Oregon State,pac-10
Stanford,pac-10
Southern California,pac-10
California,pac-10
Washington,pac-10
UCLA,pac-10
Arizona State,pac-10
Washington State,pac-10
Ohio State,big-ten
Iowa,big-ten
Penn State,big-ten
Wisconsin,big-ten
Northwestern,big-ten
Michigan State,big-ten
Purdue,big-ten
Minnesota,big-ten
Illinois,big-ten
Michigan,big-ten
Indiana,big-ten
Texas Christian,mwc
Brigham Young,mwc
Utah,mwc
Air Force,mwc
Wyoming,mwc
Nevada-Las Vegas,mwc
San Diego State,mwc
New Mexico,mwc
Colorado State,mwc
Navy,independent
Notre Dame,independent
Army,independent
Boise State,wac
Nevada,wac
Fresno State,wac
Idaho,wac
Hawaii,wac
Louisiana Tech,wac
Utah State,wac
New Mexico State,wac
San Jose State,wac
East Carolina,cusa
Central Florida,cusa
Southern Mississippi,cusa
Marshall,cusa
Alabama-Birmingham,cusa
Memphis,cusa
Houston,cusa
Southern Methodist,cusa
Tulsa,cusa
Texas-El Paso,cusa
Rice,cusa
Tulane,cusa
Temple,mac
Ohio,mac
Bowling Green State,mac
Kent State,mac
Buffalo,mac
Akron,mac
Miami (OH),mac
Central Michigan,mac
Northern Illinois,mac
Western Michigan,mac
Toledo,mac
Ball State,mac
Eastern Michigan,mac
Troy,sun-belt
Middle Tennessee State,sun-belt
Louisiana-Monroe,sun-belt
Florida Atlantic,sun-belt
Louisiana-Lafayette,sun-belt
Arkansas State,sun-belt
Florida International,sun-belt
North Texas,sun-belt
Western Kentucky,sun-belt
